# generated_at: 2025-08-07T23:23:18.774715
# total_records: 7
# date_range: 2025-08-07 to 2025-08-13
# locations: 1 unique location(s)
# data_source: open-meteo
# format_version: 1.0
# columns: ['date', 'last_updated', 'measurement_time', 'latitude', 'longitude', 'timezone', 'elevation', 'current_temp_c', 'current_condition', 'wind_kph', 'wind_dir', 'forecast_max_temp', 'forecast_min_temp', 'precipitation_mm', 'uv_index', 'weather_code', 'forecast_condition', 'pm2_5', 'pm10', 'us_aqi', 'european_aqi', 'aqi_category', 'data_source', 'created_at']
#
date,last_updated,measurement_time,latitude,longitude,timezone,elevation,current_temp_c,current_condition,wind_kph,wind_dir,forecast_max_temp,forecast_min_temp,precipitation_mm,uv_index,weather_code,forecast_condition,pm2_5,pm10,us_aqi,european_aqi,aqi_category,data_source,created_at
2025-08-07,2025-08-07T17:38:18.707251,2025-08-11T23:00,27.75,85.25,Asia/Kathmandu,1288.0,22.4,Thunderstorm,1.6,NNE,27.9,20.3,9.7,8.35,95,Thunderstorm,0.0,0.0,0,0,Good,open-meteo,2025-08-07T17:38:18.707251
2025-08-08,2025-08-07T17:38:18.707251,2025-08-11T23:00,27.75,85.25,Asia/Kathmandu,1288.0,22.4,Thunderstorm,1.6,NNE,25.7,21.5,46.9,7.5,95,Thunderstorm,0.0,0.0,0,0,Good,open-meteo,2025-08-07T17:38:18.707251
2025-08-09,2025-08-07T17:38:18.707251,2025-08-11T23:00,27.75,85.25,Asia/Kathmandu,1288.0,22.4,Thunderstorm,1.6,NNE,25.2,21.4,32.2,5.4,95,Thunderstorm,0.0,0.0,0,0,Good,open-meteo,2025-08-07T17:38:18.707251
2025-08-10,2025-08-07T17:38:18.707251,2025-08-11T23:00,27.75,85.25,Asia/Kathmandu,1288.0,22.4,Thunderstorm,1.6,NNE,25.3,20.6,12.1,7.95,95,Thunderstorm,0.0,0.0,0,0,Good,open-meteo,2025-08-07T17:38:18.707251
2025-08-11,2025-08-07T17:38:18.707251,2025-08-11T23:00,27.75,85.25,Asia/Kathmandu,1288.0,22.4,Thunderstorm,1.6,NNE,24.2,21.2,7.5,7.35,80,Slight rain showers,0.0,0.0,0,0,Good,open-meteo,2025-08-07T17:38:18.707251
2025-08-12,2025-08-07T17:38:18.707251,2025-08-11T23:00,27.75,85.25,Asia/Kathmandu,1288.0,22.4,Thunderstorm,1.6,NNE,25.8,21.1,9.3,7.3,95,Thunderstorm,0.0,0.0,0,0,Good,open-meteo,2025-08-07T17:38:18.707251
2025-08-13,2025-08-07T17:38:18.707251,2025-08-11T23:00,27.75,85.25,Asia/Kathmandu,1288.0,22.4,Thunderstorm,1.6,NNE,24.4,21.8,10.8,7.8,80,Slight rain showers,0.0,0.0,0,0,Good,open-meteo,2025-08-07T17:38:18.707251
