# generated_at: 2025-08-12T22:40:06.442786
# total_records: 7
# date_range: 2025-08-12 to 2025-08-18
# locations: 1 unique location(s)
# data_source: open-meteo
# format_version: 1.0
# columns: ['date', 'last_updated', 'measurement_time', 'latitude', 'longitude', 'timezone', 'elevation', 'current_temp_c', 'current_condition', 'wind_kph', 'wind_dir', 'forecast_max_temp', 'forecast_min_temp', 'precipitation_mm', 'uv_index', 'weather_code', 'forecast_condition', 'pm2_5', 'pm10', 'us_aqi', 'european_aqi', 'aqi_category', 'data_source', 'created_at']
#
date,last_updated,measurement_time,latitude,longitude,timezone,elevation,current_temp_c,current_condition,wind_kph,wind_dir,forecast_max_temp,forecast_min_temp,precipitation_mm,uv_index,weather_code,forecast_condition,pm2_5,pm10,us_aqi,european_aqi,aqi_category,data_source,created_at
2025-08-12,2025-08-12T16:55:06.332177,2025-08-16T23:00,26.75,87.375,Asia/Kathmandu,374.0,27.1,Thunderstorm,5.6,SE,31.8,26.6,23.9,7.75,95,Thunderstorm,31.3,31.7,65,38,Moderate,open-meteo,2025-08-12T16:55:06.332177
2025-08-13,2025-08-12T16:55:06.332177,2025-08-16T23:00,26.75,87.375,Asia/Kathmandu,374.0,27.1,Thunderstorm,5.6,SE,28.1,26.1,155.7,1.85,95,Thunderstorm,31.3,31.7,65,38,Moderate,open-meteo,2025-08-12T16:55:06.333173
2025-08-14,2025-08-12T16:55:06.333173,2025-08-16T23:00,26.75,87.375,Asia/Kathmandu,374.0,27.1,Thunderstorm,5.6,SE,30.3,25.9,11.9,6.8,95,Thunderstorm,31.3,31.7,65,38,Moderate,open-meteo,2025-08-12T16:55:06.333173
2025-08-15,2025-08-12T16:55:06.333173,2025-08-16T23:00,26.75,87.375,Asia/Kathmandu,374.0,27.1,Thunderstorm,5.6,SE,32.9,25.6,0.1,8.4,3,Overcast,31.3,31.7,65,38,Moderate,open-meteo,2025-08-12T16:55:06.333173
2025-08-16,2025-08-12T16:55:06.333173,2025-08-16T23:00,26.75,87.375,Asia/Kathmandu,374.0,27.1,Thunderstorm,5.6,SE,34.0,26.1,1.5,8.0,2,Partly cloudy,31.3,31.7,65,38,Moderate,open-meteo,2025-08-12T16:55:06.333173
2025-08-17,2025-08-12T16:55:06.333173,2025-08-16T23:00,26.75,87.375,Asia/Kathmandu,374.0,27.1,Thunderstorm,5.6,SE,34.0,26.5,8.4,8.65,95,Thunderstorm,31.3,31.7,65,38,Moderate,open-meteo,2025-08-12T16:55:06.333173
2025-08-18,2025-08-12T16:55:06.333173,2025-08-16T23:00,26.75,87.375,Asia/Kathmandu,374.0,27.1,Thunderstorm,5.6,SE,31.6,26.6,9.9,8.05,95,Thunderstorm,31.3,31.7,65,38,Moderate,open-meteo,2025-08-12T16:55:06.333173
