# generated_at: 2025-07-29T13:44:58.437781
# total_records: 7
# date_range: 2025-07-29 to 2025-08-04
# locations: 1 unique location(s)
# data_source: open-meteo
# format_version: 1.0
# columns: ['date', 'last_updated', 'measurement_time', 'latitude', 'longitude', 'timezone', 'elevation', 'current_temp_c', 'current_condition', 'wind_kph', 'wind_dir', 'forecast_max_temp', 'forecast_min_temp', 'precipitation_mm', 'uv_index', 'weather_code', 'forecast_condition', 'pm2_5', 'pm10', 'us_aqi', 'european_aqi', 'aqi_category', 'data_source', 'created_at']
#
date,last_updated,measurement_time,latitude,longitude,timezone,elevation,current_temp_c,current_condition,wind_kph,wind_dir,forecast_max_temp,forecast_min_temp,precipitation_mm,uv_index,weather_code,forecast_condition,pm2_5,pm10,us_aqi,european_aqi,aqi_category,data_source,created_at
2025-07-29,2025-07-29T07:59:58.265308,2025-08-02T23:00,51.5,-0.120000124,Europe/London,29.0,15.6,Overcast,6.6,WNW,20.7,15.6,1.1,6.45,61,Slight rain,0.0,0.0,0,0,Good,open-meteo,2025-07-29T07:59:58.265308
2025-07-30,2025-07-29T07:59:58.265308,2025-08-02T23:00,51.5,-0.120000124,Europe/London,29.0,15.6,Overcast,6.6,WNW,23.8,16.6,0.0,5.55,3,Overcast,0.0,0.0,0,0,Good,open-meteo,2025-07-29T07:59:58.265308
2025-07-31,2025-07-29T07:59:58.265308,2025-08-02T23:00,51.5,-0.120000124,Europe/London,29.0,15.6,Overcast,6.6,WNW,23.2,17.2,3.8,5.65,95,Thunderstorm,0.0,0.0,0,0,Good,open-meteo,2025-07-29T07:59:58.265308
2025-08-01,2025-07-29T07:59:58.265308,2025-08-02T23:00,51.5,-0.120000124,Europe/London,29.0,15.6,Overcast,6.6,WNW,21.2,14.9,0.6,4.8,3,Overcast,0.0,0.0,0,0,Good,open-meteo,2025-07-29T07:59:58.265308
2025-08-02,2025-07-29T07:59:58.265308,2025-08-02T23:00,51.5,-0.120000124,Europe/London,29.0,15.6,Overcast,6.6,WNW,22.3,13.2,0.0,5.7,3,Overcast,0.0,0.0,0,0,Good,open-meteo,2025-07-29T07:59:58.265308
2025-08-03,2025-07-29T07:59:58.265308,2025-08-02T23:00,51.5,-0.120000124,Europe/London,29.0,15.6,Overcast,6.6,WNW,23.8,14.9,6.9,5.4,61,Slight rain,0.0,0.0,0,0,Good,open-meteo,2025-07-29T07:59:58.265308
2025-08-04,2025-07-29T07:59:58.265308,2025-08-02T23:00,51.5,-0.120000124,Europe/London,29.0,15.6,Overcast,6.6,WNW,19.3,14.0,2.8,2.85,61,Slight rain,0.0,0.0,0,0,Good,open-meteo,2025-07-29T07:59:58.265308
